id,name
910,Eastern Africa
911,Middle Africa
913,Southern Africa
914,Western Africa
912,Northern Africa
922,Western Asia
5500,Central Asia
5501,Southern Asia
906,Eastern Asia
920,South-Eastern Asia
915,Caribbean
916,Central America
931,South America
927,Australia/New Zealand
928,Melanesia
954,Micronesia
957,Polynesia
923,Eastern Europe
924,Northern Europe
925,Southern Europe
926,Western Europe
918,Northern America
