country_id,year,crude_death,life_exp,crude_birth,pop_growth_percent,population_total_thousands
108,1950,25.929,38.422,50.695,2.207,2308.9269999999997
108,1951,25.787,38.574,50.494,2.06,2360.4420000000005
108,1952,25.505,38.877,50.113,1.843,2406.034
108,1953,25.223,39.179,49.774,1.759,2449.0890000000004
108,1954,24.941,39.479,49.477,1.766,2492.1919999999996
108,1955,24.658,39.778,49.223,1.826,2537.1499999999996
108,1956,24.376,40.077,49.01,1.904,2584.9129999999996
108,1957,24.092,40.375,48.836,1.969,2635.6220000000008
108,1958,23.807,40.674,48.699,2,2688.751
108,1959,23.519,40.976,48.592,1.99,2743.2019999999998
108,1960,23.226,41.281,48.51,1.952,2797.9249999999993
108,1961,22.93,41.592,48.446,1.918,2852.438
108,1962,22.629,41.907,48.391,1.925,2907.32
108,1963,22.328,42.225,48.338,2.005,2964.4159999999993
108,1964,22.031,42.54,48.283,2.145,3026.292
108,1965,21.749,42.838,48.212,2.327,3094.377999999999
108,1966,21.496,43.105,48.114,2.503,3170.496
108,1967,21.277,43.332,47.995,2.558,3253.215000000001
108,1968,21.093,43.523,47.867,2.411,3336.9300000000003
108,1969,20.94,43.685,47.749,2.086,3413.9090000000006
108,1970,20.807,43.841,47.677,1.672,3479.07
108,1971,20.677,44.021,47.694,1.285,3530.000000000001
108,1972,20.534,44.246,47.823,1.053,3569.6549999999997
108,1973,20.368,44.528,48.072,1.064,3605.1199999999994
108,1974,20.177,44.865,48.431,1.311,3646.428
108,1975,19.964,45.242,48.878,1.678,3700.8790000000004
108,1976,19.743,45.63,49.376,2.033,3770.8700000000003
108,1977,19.526,45.999,49.876,2.311,3854.4460000000004
108,1978,19.324,46.327,50.335,2.49,3949.2639999999997
108,1979,19.136,46.608,50.726,2.567,4051.2390000000005
108,1980,18.951,46.852,51.038,2.589,4157.296000000001
108,1981,18.751,47.083,51.279,2.606,4266.5199999999995
108,1982,18.526,47.324,51.464,2.637,4379.726999999999
108,1983,18.274,47.581,51.6,2.682,4497.544
108,1984,18.003,47.844,51.676,2.739,4621.096
108,1985,17.741,48.08,51.67,2.795,4750.831999999999
108,1986,17.521,48.243,51.558,2.827,4886.745
108,1987,17.367,48.301,51.323,2.805,5027.142999999999
108,1988,17.289,48.244,50.961,2.709,5168.703000000001
108,1989,17.281,48.08,50.475,2.548,5307.0689999999995
108,1990,17.326,47.829,49.866,2.372,5438.959
108,1991,17.396,47.522,49.136,2.217,5564.923
108,1992,17.452,47.212,48.315,2.052,5685.5689999999995
108,1993,17.458,46.953,47.442,1.842,5798.054000000001
108,1994,17.392,46.786,46.555,1.604,5898.963999999999
108,1995,17.229,46.758,45.702,1.348,5987.044
108,1996,16.954,46.905,44.926,1.116,6060.109999999998
108,1997,16.576,47.226,44.251,1.025,6122.13
108,1998,16.115,47.708,43.696,1.17,6185.564
108,1999,15.583,48.339,43.274,1.539,6267.1320000000005
108,2000,15.005,49.091,42.993,2.02,6378.870999999999
108,2001,14.407,49.93,42.849,2.487,6525.546
108,2002,13.814,50.81,42.809,2.856,6704.118000000002
108,2003,13.248,51.69,42.836,3.091,6909.161
108,2004,12.722,52.547,42.902,3.194,7131.688
108,2005,12.239,53.369,42.981,3.232,7364.856999999999
108,2006,11.791,54.163,43.053,3.268,7607.8499999999985
108,2007,11.36,54.944,43.102,3.295,7862.226
108,2008,10.936,55.721,43.11,3.294,8126.104000000001
108,2009,10.519,56.488,43.057,3.272,8397.661
108,2010,10.113,57.228,42.919,3.232,8675.606000000002
108,2011,9.728,57.925,42.682,3.184,8958.406000000003
108,2012,9.373,58.568,42.35,3.147,9245.992
108,2013,9.052,59.148,41.933,3.135,9540.302000000001
108,2014,8.767,59.665,41.44,3.147,9844.301
108,2015,8.517,60.123,40.883,3.167,10160.034
108,2016,8.3,60.528,40.278,3.179,10488.002
108,2017,8.106,60.898,39.646,3.174,10827.009999999998
108,2018,7.929,61.247,39.008,3.148,11175.378999999997
108,2019,7.766,61.584,38.377,3.103,11530.577
174,1950,25.535,38.098,43.189,2.286,159.45899999999997
174,1951,25.513,38.247,43.7,2.172,163.146
174,1952,25.449,38.551,44.657,1.983,166.53799999999998
174,1953,25.34,38.87,45.482,1.861,169.74800000000005
174,1954,25.187,39.202,46.176,1.782,172.85300000000007
174,1955,24.989,39.548,46.738,1.732,175.90599999999998
174,1956,24.749,39.907,47.171,1.7,178.94600000000003
174,1957,24.467,40.278,47.476,1.676,181.9900000000001
174,1958,24.147,40.66,47.661,1.648,185.04600000000002
174,1959,23.794,41.051,47.734,1.615,188.088
174,1960,23.413,41.447,47.707,1.586,191.12200000000004
174,1961,23.013,41.846,47.595,1.566,194.1490000000001
174,1962,22.6,42.245,47.418,1.577,197.202
174,1963,22.184,42.644,47.197,1.636,200.37099999999998
174,1964,21.768,43.043,46.951,1.731,203.76199999999994
174,1965,21.356,43.446,46.696,1.858,207.42899999999997
174,1966,20.945,43.858,46.44,2.001,211.47699999999995
174,1967,20.532,44.283,46.185,2.106,215.89999999999992
174,1968,20.116,44.724,45.936,2.136,220.57399999999998
174,1969,19.701,45.179,45.706,2.104,225.32399999999998
174,1970,19.293,45.642,45.509,2.027,230.055
174,1971,18.902,46.103,45.355,1.955,234.64499999999998
174,1972,18.53,46.557,45.246,1.997,239.22899999999998
174,1973,18.179,47.001,45.182,2.223,244.20699999999997
174,1974,17.844,47.441,45.163,2.608,250.10700000000006
174,1975,17.518,47.887,45.194,3.072,257.285
174,1976,17.19,48.356,45.278,3.493,265.9580000000001
174,1977,16.849,48.86,45.405,3.742,275.90299999999996
174,1978,16.486,49.406,45.557,3.76,286.62800000000004
174,1979,16.1,49.992,45.711,3.568,297.4509999999999
174,1980,15.691,50.615,45.84,3.28,307.83099999999996
174,1981,15.262,51.265,45.918,3.012,317.61699999999985
174,1982,14.824,51.925,45.926,2.826,326.944
174,1983,14.384,52.58,45.845,2.754,336.08799999999997
174,1984,13.948,53.221,45.664,2.785,345.4549999999999
174,1985,13.519,53.843,45.372,2.856,355.33699999999993
174,1986,13.097,54.446,44.962,2.912,365.765
174,1987,12.682,55.033,44.453,2.946,376.64700000000005
174,1988,12.275,55.605,43.869,2.963,387.96400000000006
174,1989,11.882,56.154,43.23,2.957,399.638
174,1990,11.508,56.677,42.558,2.944,411.59799999999996
174,1991,11.158,57.168,41.878,2.932,423.8730000000001
174,1992,10.835,57.623,41.208,2.91,436.45400000000006
174,1993,10.542,58.038,40.567,2.874,449.27
174,1994,10.282,58.407,39.972,2.826,462.2799999999999
174,1995,10.061,58.722,39.435,2.771,475.39400000000006
174,1996,9.883,58.972,38.959,2.718,488.625
174,1997,9.745,59.16,38.534,2.666,501.9550000000001
174,1998,9.641,59.294,38.151,2.61,515.382
174,1999,9.563,59.388,37.806,2.551,528.8530000000001
174,2000,9.501,59.46,37.497,2.493,542.358
174,2001,9.445,59.529,37.221,2.44,555.8950000000001
174,2002,9.384,59.617,36.972,2.399,569.4799999999999
174,2003,9.31,59.738,36.744,2.379,583.2130000000001
174,2004,9.217,59.904,36.527,2.378,597.23
174,2005,9.099,60.126,36.317,2.386,611.6250000000001
174,2006,8.954,60.407,36.11,2.394,626.4269999999999
174,2007,8.79,60.734,35.904,2.4,641.6239999999998
174,2008,8.614,61.094,35.691,2.406,657.227
174,2009,8.429,61.475,35.464,2.411,673.251
174,2010,8.244,61.862,35.209,2.416,689.696
174,2011,8.065,62.24,34.915,2.418,706.578
174,2012,7.897,62.595,34.578,2.413,723.8650000000001
174,2013,7.744,62.922,34.199,2.396,741.5109999999997
174,2014,7.608,63.214,33.781,2.366,759.3900000000002
174,2015,7.491,63.471,33.328,2.329,777.435
174,2016,7.389,63.7,32.852,2.291,795.5969999999998
174,2017,7.298,63.912,32.365,2.256,813.8900000000001
174,2018,7.214,64.118,31.881,2.223,832.322
174,2019,7.135,64.321,31.407,2.19,850.8909999999997
262,1950,21.632,40.375,40.219,2.096,61.99999999999999
262,1951,21.47,40.531,40.422,2.165,63.31299999999999
262,1952,21.142,40.853,40.822,2.285,64.74400000000001
262,1953,20.803,41.194,41.211,2.368,66.27300000000001
262,1954,20.452,41.555,41.588,2.444,67.884
262,1955,20.091,41.934,41.955,2.591,69.593
262,1956,19.721,42.331,42.31,2.866,71.49399999999999
262,1957,19.345,42.744,42.653,3.287,73.69900000000001
262,1958,18.967,43.17,42.983,3.861,76.352
262,1959,18.596,43.604,43.298,4.555,79.61500000000002
262,1960,18.24,44.038,43.595,5.292,83.634
262,1961,17.907,44.469,43.872,5.95,88.50300000000001
262,1962,17.604,44.892,44.125,6.415,94.20300000000003
262,1963,17.332,45.309,44.351,6.64,100.618
262,1964,17.083,45.727,44.546,6.67,107.58200000000001
262,1965,16.841,46.166,44.713,6.646,114.97600000000001
262,1966,16.585,46.654,44.857,6.678,122.87600000000003
262,1967,16.297,47.203,44.979,6.688,131.40500000000003
262,1968,15.964,47.814,45.071,6.581,140.462
262,1969,15.586,48.476,45.123,6.406,149.889
262,1970,15.163,49.16,45.106,6.11,159.662
262,1971,14.703,49.827,44.989,5.782,169.372
262,1972,14.225,50.442,44.756,5.896,179.237
262,1973,13.752,50.982,44.411,6.759,190.569
262,1974,13.303,51.442,43.969,8.121,205.18
262,1975,12.902,51.832,43.461,9.589,224.177
262,1976,12.575,52.177,42.929,10.664,248.55600000000004
262,1977,12.328,52.513,42.416,10.723,277.4719999999999
262,1978,12.155,52.865,41.959,9.581,308.008
262,1979,12.047,53.241,41.574,7.654,336.08
262,1980,11.974,53.639,41.27,5.47,358.96
262,1981,11.899,54.049,41.041,3.536,374.934
262,1982,11.788,54.451,40.857,2.455,385.268
262,1983,11.626,54.828,40.693,2.623,393.8
262,1984,11.414,55.174,40.538,3.884,406.01800000000003
262,1985,11.176,55.488,40.395,5.625,425.60800000000006
262,1986,10.953,55.772,40.277,7.079,454.3590000000001
262,1987,10.784,56.032,40.183,7.604,490.33700000000005
262,1988,10.692,56.271,40.093,6.985,528.993
262,1989,10.677,56.488,39.979,5.491,563.8550000000001
262,1990,10.72,56.678,39.777,3.674,590.3930000000001
262,1991,10.784,56.831,39.42,2.046,606.8430000000002
262,1992,10.83,56.943,38.873,0.952,615.0500000000001
262,1993,10.829,57.017,38.131,0.591,618.504
262,1994,10.773,57.056,37.21,0.951,622.364
262,1995,10.67,57.065,36.164,1.681,630.3849999999999
262,1996,10.544,57.05,35.071,2.36,643.6489999999998
262,1997,10.423,57.022,34.012,2.781,660.8580000000001
262,1998,10.33,56.998,33.048,2.875,680.465
262,1999,10.266,56.992,32.206,2.655,699.9730000000001
262,2000,10.227,57.022,31.48,2.306,717.5769999999998
262,2001,10.198,57.1,30.836,2.006,733.0189999999999
262,2002,10.158,57.235,30.217,1.784,746.9469999999998
262,2003,10.094,57.427,29.58,1.624,759.6389999999999
262,2004,10.001,57.682,28.917,1.53,771.5989999999996
262,2005,9.881,57.991,28.234,1.466,783.2479999999999
262,2006,9.744,58.34,27.553,1.398,794.5540000000001
262,2007,9.601,58.719,26.903,1.354,805.456
262,2008,9.458,59.124,26.304,1.369,816.361
262,2009,9.314,59.561,25.756,1.439,827.8199999999998
262,2010,9.156,60.062,25.255,1.538,840.1940000000002
262,2011,8.966,60.667,24.787,1.636,853.671
262,2012,8.735,61.395,24.331,1.706,868.1360000000001
262,2013,8.462,62.239,23.871,1.73,883.2960000000002
262,2014,8.157,63.171,23.402,1.708,898.7070000000001
262,2015,7.842,64.136,22.921,1.664,913.9979999999999
262,2016,7.545,65.064,22.432,1.62,929.1170000000002
262,2017,7.293,65.893,21.944,1.579,944.1000000000001
262,2018,7.102,66.582,21.466,1.536,958.9229999999999
262,2019,6.979,67.112,20.998,1.494,973.557
232,1950,30.747,33.299,46.486,1.527,822.3470000000002
232,1951,30.506,33.466,46.772,1.61,834.9999999999999
232,1952,30.008,33.828,47.303,1.759,849.2579999999999
232,1953,29.479,34.244,47.753,1.878,864.8929999999998
232,1954,28.919,34.713,48.124,1.975,881.761
232,1955,28.329,35.234,48.416,2.06,899.746
232,1956,27.712,35.806,48.628,2.14,918.8489999999998
232,1957,27.071,36.422,48.764,2.219,939.085
232,1958,26.415,37.073,48.828,2.302,960.5379999999998
232,1959,25.756,37.745,48.825,2.391,983.3370000000002
232,1960,25.11,38.419,48.763,2.479,1007.586
232,1961,24.492,39.075,48.653,2.559,1033.3200000000002
232,1962,23.918,39.693,48.504,2.618,1060.489
232,1963,23.399,40.259,48.329,2.647,1088.859
232,1964,22.936,40.768,48.135,2.653,1118.152
232,1965,22.524,41.221,47.927,2.644,1148.1879999999999
232,1966,22.151,41.63,47.705,2.634,1178.875
232,1967,21.796,42.015,47.466,2.634,1210.3040000000003
232,1968,21.445,42.394,47.211,2.648,1242.6329999999998
232,1969,21.092,42.773,46.948,2.676,1276.1219999999994
232,1970,20.733,43.156,46.683,2.709,1310.9469999999997
232,1971,20.371,43.545,46.423,2.74,1347.1799999999998
232,1972,20.014,43.934,46.174,2.764,1384.7890000000002
232,1973,19.67,44.316,45.943,2.781,1423.7489999999998
232,1974,19.341,44.691,45.737,2.79,1463.9860000000003
232,1975,19.03,45.054,45.564,2.789,1505.4379999999996
232,1976,18.74,45.404,45.436,2.783,1547.978
232,1977,18.47,45.739,45.348,2.789,1591.622
232,1978,18.219,46.059,45.294,2.819,1636.7709999999995
232,1979,17.985,46.364,45.264,2.869,1683.9319999999998
232,1980,17.768,46.654,45.254,2.902,1733.4229999999998
232,1981,17.566,46.927,45.263,2.897,1784.5569999999998
232,1982,17.377,47.187,45.275,2.885,1836.8249999999994
232,1983,17.196,47.441,45.26,2.895,1890.5560000000005
232,1984,17.017,47.695,45.188,2.912,1946.299
232,1985,16.838,47.956,45.011,2.955,2003.9420000000002
232,1986,16.659,48.23,44.683,2.99,2064.803
232,1987,16.476,48.522,44.182,2.843,2127.4210000000003
232,1988,16.283,48.841,43.5,2.38,2185.607
232,1989,16.071,49.192,42.638,1.644,2231.1440000000002
232,1990,15.826,49.588,41.58,0.783,2258.649
232,1991,15.529,50.04,40.315,-0.023,2266.356
232,1992,15.177,50.545,38.892,-0.615,2257.592999999999
232,1993,14.769,51.1,37.389,-0.875,2238.631
232,1994,14.314,51.696,35.892,-0.774,2218.4360000000006
232,1995,13.821,52.316,34.524,-0.498,2204.2269999999994
232,1996,13.309,52.938,33.414,-0.205,2196.467
232,1997,12.797,53.548,32.634,0.226,2195.1920000000005
232,1998,12.306,54.137,32.222,0.953,2206.4390000000003
232,1999,11.847,54.707,32.187,1.911,2237.4120000000003
232,2000,11.43,55.273,32.518,2.978,2292.4130000000005
232,2001,11.06,55.864,33.17,3.954,2374.7209999999995
232,2002,10.729,56.5,34.019,4.55,2481.059
232,2003,10.43,57.191,34.936,4.594,2600.9719999999998
232,2004,10.158,57.932,35.819,4.16,2719.8090000000007
232,2005,9.907,58.707,36.552,3.52,2826.653
232,2006,9.671,59.487,37.038,2.918,2918.209
232,2007,9.443,60.243,37.25,2.418,2996.54
232,2008,9.218,60.952,37.184,2.017,3062.782000000001
232,2009,8.992,61.602,36.84,1.727,3119.92
232,2010,8.764,62.193,36.25,1.485,3170.437000000001
232,2011,8.536,62.732,35.476,1.241,3213.9690000000005
232,2012,8.311,63.238,34.616,1.039,3250.1039999999994
232,2013,8.093,63.726,33.753,0.935,3281.453
232,2014,7.884,64.201,32.936,0.926,3311.4439999999995
232,2015,7.686,64.664,32.191,0.974,3342.818
232,2016,7.5,65.111,31.521,1.037,3376.558
232,2017,7.326,65.538,30.898,1.116,3412.894000000001
232,2018,7.163,65.941,30.302,1.219,3452.7970000000005
232,2019,7.012,66.321,29.738,1.338,3497.1169999999997
231,1950,31.209,33.3,50.287,1.852,18128.030000000002
231,1951,30.896,33.468,49.987,1.872,18466.973
231,1952,30.264,33.833,49.429,1.905,18819.701000000005
231,1953,29.622,34.249,48.958,1.929,19184.288000000008
231,1954,28.971,34.718,48.573,1.95,19560.012000000006
231,1955,28.311,35.238,48.273,1.974,19947.291
231,1956,27.643,35.807,48.055,2.007,20347.809999999998
231,1957,26.971,36.421,47.914,2.054,20764.450000000004
231,1958,26.3,37.071,47.839,2.116,21201.028
231,1959,25.639,37.742,47.815,2.192,21661.993999999995
231,1960,25,38.419,47.821,2.277,22151.284000000003
231,1961,24.395,39.082,47.837,2.359,22671.193000000007
231,1962,23.837,39.711,47.843,2.426,23221.38499999999
231,1963,23.335,40.29,47.828,2.469,23798.418
231,1964,22.894,40.81,47.789,2.49,24397.01
231,1965,22.514,41.267,47.741,2.487,25013.634
231,1966,22.19,41.668,47.711,2.47,25641.04
231,1967,21.911,42.026,47.725,2.479,26280.135
231,1968,21.667,42.355,47.794,2.546,26944.386000000002
231,1969,21.454,42.659,47.917,2.657,27652.715000000004
231,1970,21.269,42.944,48.075,2.805,28415.079999999994
231,1971,21.11,43.213,48.239,2.948,29248.65000000001
231,1972,20.979,43.465,48.381,2.967,30140.799000000003
231,1973,20.879,43.693,48.482,2.776,31036.66999999999
231,1974,20.809,43.894,48.54,2.406,31861.353000000003
231,1975,20.781,44.044,48.567,1.949,32566.855000000003
231,1976,20.814,44.116,48.592,1.528,33128.151000000005
231,1977,20.905,44.103,48.64,1.289,33577.240000000005
231,1978,21.043,44.016,48.725,1.338,33993.300999999985
231,1979,21.202,43.881,48.841,1.661,34487.80600000001
231,1980,21.337,43.747,48.97,2.124,35141.702999999994
231,1981,21.396,43.675,49.086,2.57,35984.53099999999
231,1982,21.346,43.712,49.157,2.912,36995.24599999999
231,1983,21.167,43.885,49.161,3.116,38142.679
231,1984,20.86,44.199,49.089,3.186,39374.346000000005
231,1985,20.445,44.633,48.937,3.187,40652.14600000001
231,1986,19.961,45.147,48.712,3.189,41965.69599999999
231,1987,19.458,45.682,48.433,3.22,43329.23799999999
231,1988,18.977,46.194,48.124,3.286,44757.20499999999
231,1989,18.536,46.667,47.798,3.38,46272.308
231,1990,18.141,47.099,47.479,3.482,47887.864
231,1991,17.782,47.504,47.188,3.562,49609.976
231,1992,17.434,47.911,46.932,3.583,51423.59100000001
231,1993,17.075,48.344,46.701,3.526,53295.556000000004
231,1994,16.698,48.81,46.482,3.402,55180.992999999995
231,1995,16.299,49.303,46.245,3.247,57047.90599999998
231,1996,15.878,49.81,45.95,3.101,58883.53099999997
231,1997,15.44,50.32,45.564,2.986,60697.44299999999
231,1998,14.987,50.835,45.067,2.916,62507.724
231,1999,14.517,51.366,44.454,2.888,64343.007999999994
231,2000,14.024,51.941,43.728,2.881,66224.80900000001
231,2001,13.498,52.595,42.902,2.873,68159.422
231,2002,12.938,53.349,42.012,2.859,70142.09
231,2003,12.35,54.211,41.097,2.839,72170.581
231,2004,11.741,55.174,40.186,2.812,74239.508
231,2005,11.126,56.223,39.307,2.783,76346.31
231,2006,10.517,57.334,38.485,2.757,78489.20500000002
231,2007,9.932,58.467,37.726,2.743,80674.34300000001
231,2008,9.383,59.581,37.035,2.749,82916.23599999999
231,2009,8.883,60.645,36.414,2.77,85233.923
231,2010,8.441,61.627,35.861,2.798,87639.96199999998
231,2011,8.06,62.505,35.369,2.821,90139.92799999999
231,2012,7.734,63.281,34.916,2.828,92726.982
231,2013,7.455,63.961,34.483,2.813,95385.79299999999
231,2014,7.218,64.547,34.059,2.778,98094.26400000001
231,2015,7.017,65.048,33.635,2.732,100835.453
231,2016,6.844,65.482,33.207,2.686,103603.46099999998
231,2017,6.691,65.872,32.775,2.642,106399.92599999996
231,2018,6.551,66.24,32.339,2.6,109224.40999999997
231,2019,6.418,66.597,31.896,2.561,112078.72700000001
404,1950,23.818,41.802,50.98,2.685,6076.756999999999
404,1951,23.711,41.971,51.044,2.716,6242.107
404,1952,23.473,42.333,51.158,2.774,6415.955000000001
404,1953,23.186,42.742,51.246,2.824,6598.172
404,1954,22.85,43.198,51.307,2.868,6788.704999999998
404,1955,22.466,43.7,51.341,2.908,6987.657999999999
404,1956,22.034,44.247,51.349,2.946,7195.223999999999
404,1957,21.56,44.834,51.332,2.984,7411.7660000000005
404,1958,21.048,45.456,51.292,3.022,7637.725
404,1959,20.508,46.102,51.232,3.062,7873.623000000001
404,1960,19.952,46.76,51.156,3.103,8120.081999999998
404,1961,19.393,47.417,51.068,3.144,8377.693
404,1962,18.845,48.058,50.976,3.184,8647.002000000004
404,1963,18.319,48.674,50.887,3.223,8928.510000000002
404,1964,17.82,49.261,50.807,3.261,9222.692000000001
404,1965,17.35,49.821,50.748,3.298,9530.162999999999
404,1966,16.904,50.364,50.723,3.335,9851.453
404,1967,16.471,50.902,50.731,3.377,10187.487000000001
404,1968,16.043,51.446,50.768,3.429,10539.909000000001
404,1969,15.616,51.998,50.825,3.488,10910.677
404,1970,15.191,52.557,50.887,3.548,11301.393999999998
404,1971,14.768,53.118,50.938,3.604,11713.045999999997
404,1972,14.352,53.674,50.958,3.653,12146.07
404,1973,13.943,54.218,50.935,3.694,12600.798999999999
404,1974,13.544,54.749,50.859,3.727,13077.341
404,1975,13.151,55.273,50.732,3.751,13575.897999999997
404,1976,12.759,55.802,50.56,3.769,14096.258000000005
404,1977,12.366,56.337,50.356,3.787,14638.887
404,1978,11.978,56.872,50.125,3.809,15205.380999999998
404,1979,11.599,57.393,49.863,3.834,15797.771000000002
404,1980,11.24,57.881,49.564,3.855,16417.203000000005
404,1981,10.912,58.316,49.219,3.864,17063.870000000003
404,1982,10.624,58.676,48.817,3.856,17736.326000000005
404,1983,10.385,58.94,48.349,3.825,18431.760000000002
404,1984,10.2,59.093,47.808,3.775,19146.402999999995
404,1985,10.073,59.12,47.171,3.714,19877.077999999994
404,1986,10.002,59.01,46.409,3.649,20622.560000000005
404,1987,9.981,58.773,45.529,3.581,21382.111000000004
404,1988,10.004,58.422,44.56,3.506,22153.68499999999
404,1989,10.07,57.967,43.544,3.425,22935.088
404,1990,10.187,57.406,42.56,3.345,23724.574000000004
404,1991,10.366,56.736,41.698,3.266,24521.714
404,1992,10.607,55.973,41.015,3.188,25326.08000000001
404,1993,10.899,55.151,40.542,3.108,26136.216999999997
404,1994,11.224,54.31,40.28,3.029,26950.508
404,1995,11.562,53.486,40.196,2.952,27768.297000000002
404,1996,11.895,52.709,40.226,2.882,28589.456000000006
404,1997,12.197,52.014,40.282,2.824,29415.660000000003
404,1998,12.439,51.448,40.289,2.782,30250.488
404,1999,12.593,51.059,40.212,2.756,31098.763000000003
404,2000,12.621,50.921,40.037,2.737,31964.557
404,2001,12.489,51.101,39.777,2.72,32848.569
404,2002,12.197,51.606,39.468,2.711,33751.746
404,2003,11.759,52.41,39.135,2.715,34678.78100000001
404,2004,11.196,53.475,38.773,2.73,35635.267
404,2005,10.544,54.732,38.366,2.749,36624.897
404,2006,9.848,56.093,37.89,2.763,37649.039000000004
404,2007,9.158,57.463,37.33,2.768,38705.934
404,2008,8.516,58.76,36.678,2.759,39791.984000000004
404,2009,7.948,59.932,35.942,2.737,40901.798
404,2010,7.467,60.959,35.128,2.708,42030.68399999999
404,2011,7.07,61.851,34.249,2.678,43178.26999999999
404,2012,6.73,62.659,33.333,2.641,44343.469
404,2013,6.428,63.419,32.415,2.589,45519.98600000001
404,2014,6.161,64.135,31.522,2.526,46700.06299999999
404,2015,5.928,64.798,30.688,2.456,47878.339
404,2016,5.734,65.393,29.943,2.389,49051.530999999995
404,2017,5.582,65.909,29.296,2.331,50221.14599999999
404,2018,5.469,66.342,28.748,2.289,51392.57000000001
404,2019,5.393,66.699,28.298,2.262,52573.967000000004
450,1950,28.384,35.349,48.979,2.056,4083.548
450,1951,28.23,35.591,49.012,2.077,4168.388
450,1952,27.914,36.076,49.066,2.118,4256.761
450,1953,27.582,36.561,49.096,2.156,4348.724000000001
450,1954,27.234,37.047,49.103,2.191,4444.287000000001
450,1955,26.871,37.533,49.086,2.226,4543.54
450,1956,26.493,38.02,49.046,2.259,4646.5790000000015
450,1957,26.1,38.506,48.985,2.292,4753.530999999999
450,1958,25.694,38.993,48.905,2.325,4864.520000000001
450,1959,25.277,39.478,48.81,2.357,4979.746
450,1960,24.851,39.962,48.704,2.39,5099.368000000001
450,1961,24.42,40.444,48.594,2.422,5223.561
450,1962,23.987,40.924,48.485,2.454,5352.497000000002
450,1963,23.555,41.401,48.383,2.484,5486.319
450,1964,23.127,41.876,48.292,2.514,5625.163999999999
450,1965,22.703,42.351,48.217,2.542,5769.215
450,1966,22.285,42.828,48.162,2.57,5918.5920000000015
450,1967,21.869,43.31,48.122,2.6,6073.5289999999995
450,1968,21.456,43.796,48.093,2.633,6234.468000000003
450,1969,21.048,44.283,48.069,2.669,6401.919999999998
450,1970,20.646,44.771,48.047,2.705,6576.304999999999
450,1971,20.254,45.257,48.022,2.739,6757.853
450,1972,19.873,45.735,47.988,2.769,6946.619000000001
450,1973,19.504,46.203,47.936,2.793,7142.634000000001
450,1974,19.146,46.656,47.856,2.813,7345.773000000001
450,1975,18.793,47.094,47.73,2.829,7556.032000000002
450,1976,18.439,47.517,47.541,2.843,7773.452000000001
450,1977,18.08,47.926,47.284,2.855,7998.156999999999
450,1978,17.719,48.317,46.968,2.864,8230.213999999998
450,1979,17.361,48.683,46.603,2.871,8469.677000000001
450,1980,17.026,49.005,46.21,2.877,8716.549
450,1981,16.737,49.26,45.819,2.884,8971.339
450,1982,16.506,49.442,45.454,2.885,9234.137
450,1983,16.333,49.56,45.137,2.876,9504.282999999996
450,1984,16.21,49.634,44.88,2.859,9780.868999999999
450,1985,16.115,49.694,44.689,2.838,10063.493
450,1986,16.021,49.781,44.563,2.822,10352.117
450,1987,15.898,49.932,44.483,2.818,10647.753000000004
450,1988,15.72,50.176,44.429,2.834,10952.396000000002
450,1989,15.475,50.53,44.384,2.867,11268.653000000004
450,1990,15.153,51.003,44.339,2.905,11598.647000000003
450,1991,14.754,51.595,44.284,2.941,11942.808999999997
450,1992,14.296,52.278,44.21,2.977,12301.338
450,1993,13.8,53.022,44.104,3.017,12675.469000000003
450,1994,13.277,53.808,43.95,3.06,13066.544
450,1995,12.74,54.616,43.725,3.101,13475.403
450,1996,12.2,55.43,43.409,3.137,13902.697000000006
450,1997,11.666,56.239,42.998,3.157,14347.86
450,1998,11.148,57.028,42.498,3.155,14808.791
450,1999,10.656,57.782,41.918,3.134,15282.524000000001
450,2000,10.199,58.485,41.275,3.103,15766.806
450,2001,9.786,59.129,40.591,3.07,16260.933000000003
450,2002,9.412,59.717,39.893,3.037,16765.121999999996
450,2003,9.074,60.256,39.206,3.003,17279.139
450,2004,8.771,60.752,38.547,2.97,17802.992000000002
450,2005,8.498,61.212,37.923,2.938,18336.722000000005
450,2006,8.249,61.65,37.334,2.905,18880.265
450,2007,8.017,62.079,36.769,2.872,19433.519999999997
450,2008,7.796,62.509,36.222,2.84,19996.476000000006
450,2009,7.583,62.944,35.697,2.808,20569.115
450,2010,7.375,63.388,35.204,2.777,21151.64
450,2011,7.173,63.836,34.753,2.748,21743.97
450,2012,6.98,64.28,34.348,2.724,22346.641
450,2013,6.8,64.713,33.989,2.707,22961.258999999995
450,2014,6.63,65.133,33.673,2.698,23589.896999999994
450,2015,6.472,65.539,33.392,2.691,24234.07999999999
450,2016,6.324,65.931,33.138,2.684,24894.370000000006
450,2017,6.185,66.311,32.897,2.675,25570.511000000002
450,2018,6.055,66.681,32.657,2.663,26262.313000000002
450,2019,5.933,67.041,32.408,2.649,26969.306000000004
454,1950,29.967,34.483,49.42,1.942,2953.8710000000005
454,1951,29.86,34.566,49.54,1.967,3011.789
454,1952,29.646,34.741,49.778,2.016,3072.3859999999995
454,1953,29.43,34.933,50.008,2.062,3135.6890000000003
454,1954,29.213,35.143,50.23,2.105,3201.7220000000007
454,1955,28.995,35.369,50.444,2.148,3270.545
454,1956,28.777,35.611,50.651,2.189,3342.2539999999995
454,1957,28.56,35.867,50.851,2.23,3416.929000000001
